0,2018-01-01 07:01:01,2018-01-01,2018-01-3,2,147,294,0,5,5|
1,2018-01-03 07:01:01,2018-01-03,2018-01-5,2,109,218,0,,4|
2,2018-01-05 07:01:01,2018-01-05,2018-01-7,2,130,260,0,,10|
3,2018-01-07 07:01:01,2018-01-07,2018-01-9,2,113,226,0,4,1|
4,2018-01-09 07:01:01,2018-01-09,2018-01-11,2,40,80,0,4,1|
5,2018-01-11 07:01:01,2018-01-11,2018-01-13,2,117,234,0,5,9|
6,2018-01-13 07:01:01,2018-01-13,2018-01-15,2,90,180,0,,4|
7,2018-01-15 07:01:01,2018-01-15,2018-01-17,2,97,194,0,0,7|
8,2018-01-17 07:01:01,2018-01-17,2018-01-19,2,74,148,0,,5|
9,2018-01-19 07:01:01,2018-01-19,2018-01-21,2,121,242,0,5,11|
10,2018-01-21 07:01:01,2018-01-21,2018-01-23,2,95,190,0,0,2|
11,2018-01-23 07:01:01,2018-01-23,2018-01-25,2,146,292,0,2,8|
12,2018-01-25 07:01:01,2018-01-25,2018-01-27,2,84,168,0,3,11|
13,2018-01-27 07:01:01,2018-01-27,2018-01-29,2,66,132,0,4,8|
14,2018-02-01 07:01:01,2018-02-01,2018-02-3,2,85,170,0,,11|
15,2018-02-03 07:01:01,2018-02-03,2018-02-5,2,49,98,0,,7|
16,2018-02-05 07:01:01,2018-02-05,2018-02-7,2,109,218,0,1,6|
17,2018-02-07 07:01:01,2018-02-07,2018-02-9,2,45,90,0,,7|
18,2018-02-09 07:01:01,2018-02-09,2018-02-11,2,94,188,0,0,4|
19,2018-02-11 07:01:01,2018-02-11,2018-02-13,2,63,126,0,2,10|
20,2018-02-13 07:01:01,2018-02-13,2018-02-15,2,52,104,0,1,1|
21,2018-02-15 07:01:01,2018-02-15,2018-02-17,2,126,252,0,5,7|
22,2018-02-17 07:01:01,2018-02-17,2018-02-19,2,48,96,0,,7|
23,2018-02-19 07:01:01,2018-02-19,2018-02-21,2,44,88,0,1,8|
24,2018-02-21 07:01:01,2018-02-21,2018-02-23,2,142,284,0,2,9|
25,2018-02-23 07:01:01,2018-02-23,2018-02-25,2,75,150,0,,5|
26,2018-03-01 07:01:01,2018-03-01,2018-03-3,2,34,68,0,4,6|
27,2018-03-03 07:01:01,2018-03-03,2018-03-5,2,76,152,0,,2|
28,2018-03-05 07:01:01,2018-03-05,2018-03-7,2,53,106,0,0,1|
29,2018-03-07 07:01:01,2018-03-07,2018-03-9,2,71,142,0,,11|
30,2018-03-09 07:01:01,2018-03-09,2018-03-11,2,46,92,0,4,10|
31,2018-03-11 07:01:01,2018-03-11,2018-03-13,2,131,262,0,,5|
32,2018-03-13 07:01:01,2018-03-13,2018-03-15,2,128,256,0,,9|
33,2018-03-15 07:01:01,2018-03-15,2018-03-17,2,139,278,0,,1|
34,2018-03-17 07:01:01,2018-03-17,2018-03-19,2,39,78,0,,10|
35,2018-03-19 07:01:01,2018-03-19,2018-03-21,2,120,240,0,2,5|
36,2018-03-21 07:01:01,2018-03-21,2018-03-23,2,80,160,0,4,5|
37,2018-03-23 07:01:01,2018-03-23,2018-03-25,2,130,260,0,5,4|
38,2018-03-25 07:01:01,2018-03-25,2018-03-27,2,91,182,0,2,4|
39,2018-03-27 07:01:01,2018-03-27,2018-03-29,2,66,132,0,5,11|
40,2018-04-01 07:01:01,2018-04-01,2018-04-3,2,76,152,0,,6|
41,2018-04-03 07:01:01,2018-04-03,2018-04-5,2,44,88,0,5,5|
42,2018-04-05 07:01:01,2018-04-05,2018-04-7,2,84,168,0,5,7|
43,2018-04-07 07:01:01,2018-04-07,2018-04-9,2,102,204,0,5,11|
44,2018-04-09 07:01:01,2018-04-09,2018-04-11,2,47,94,0,0,6|
45,2018-04-11 07:01:01,2018-04-11,2018-04-13,2,108,216,0,2,10|
46,2018-04-13 07:01:01,2018-04-13,2018-04-15,2,127,254,0,1,12|
47,2018-04-15 07:01:01,2018-04-15,2018-04-17,2,119,238,0,,8|
48,2018-04-17 07:01:01,2018-04-17,2018-04-19,2,109,218,0,5,5|
49,2018-04-19 07:01:01,2018-04-19,2018-04-21,2,39,78,0,5,1|
50,2018-04-21 07:01:01,2018-04-21,2018-04-23,2,113,226,0,5,10|
51,2018-04-23 07:01:01,2018-04-23,2018-04-25,2,36,72,0,4,7|
52,2018-04-25 07:01:01,2018-04-25,2018-04-27,2,104,208,0,1,11|
53,2018-04-27 07:01:01,2018-04-27,2018-04-29,2,72,144,0,3,6|
54,2018-05-01 07:01:01,2018-05-01,2018-05-3,2,71,142,0,,7|
55,2018-05-03 07:01:01,2018-05-03,2018-05-5,2,29,58,0,1,9|
56,2018-05-05 07:01:01,2018-05-05,2018-05-7,2,149,298,0,,12|
57,2018-05-07 07:01:01,2018-05-07,2018-05-9,2,50,100,0,2,1|
58,2018-05-09 07:01:01,2018-05-09,2018-05-11,2,117,234,0,,12|
59,2018-05-11 07:01:01,2018-05-11,2018-05-13,2,144,288,0,,1|
60,2018-05-13 07:01:01,2018-05-13,2018-05-15,2,59,118,0,1,9|
61,2018-05-15 07:01:01,2018-05-15,2018-05-17,2,149,298,0,5,9|
62,2018-05-17 07:01:01,2018-05-17,2018-05-19,2,31,62,0,,7|
63,2018-05-19 07:01:01,2018-05-19,2018-05-21,2,49,98,0,5,1|
64,2018-05-21 07:01:01,2018-05-21,2018-05-23,2,71,142,0,,8|
65,2018-05-23 07:01:01,2018-05-23,2018-05-25,2,70,140,0,4,4|
66,2018-05-25 07:01:01,2018-05-25,2018-05-27,2,122,244,0,,4|
67,2018-05-27 07:01:01,2018-05-27,2018-05-29,2,45,90,0,1,5|
68,2018-06-01 07:01:01,2018-06-01,2018-06-3,2,61,122,0,0,10|
69,2018-06-03 07:01:01,2018-06-03,2018-06-5,2,145,290,0,0,1|
70,2018-06-05 07:01:01,2018-06-05,2018-06-7,2,72,144,0,0,3|
71,2018-06-07 07:01:01,2018-06-07,2018-06-9,2,92,184,0,,3|
72,2018-06-09 07:01:01,2018-06-09,2018-06-11,2,141,282,0,1,10|
73,2018-06-11 07:01:01,2018-06-11,2018-06-13,2,133,266,0,0,12|
74,2018-06-13 07:01:01,2018-06-13,2018-06-15,2,142,284,0,1,4|
75,2018-06-15 07:01:01,2018-06-15,2018-06-17,2,87,174,0,5,11|
76,2018-06-17 07:01:01,2018-06-17,2018-06-19,2,39,78,0,4,3|
77,2018-06-19 07:01:01,2018-06-19,2018-06-21,2,30,60,0,,3|
78,2018-06-21 07:01:01,2018-06-21,2018-06-23,2,122,244,0,0,12|
79,2018-06-23 07:01:01,2018-06-23,2018-06-25,2,61,122,0,,6|
80,2018-06-25 07:01:01,2018-06-25,2018-06-27,2,59,118,0,,8|
81,2018-06-27 07:01:01,2018-06-27,2018-06-29,2,130,260,0,,6|
82,2018-07-01 07:01:01,2018-07-01,2018-07-3,2,76,152,0,2,10|
